1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,16 - Latitude (decimal),17 - Longitude (decimal),59 - Superstructure Condition Rating,60 - Substructure Condition Rating,62 - Culverts Condition Rating,63 - Operating Rating Method Code,64 - Operating Rating (US tons),58 - Deck Condition Rating,66 - Inventory Rating (US tons)
31,'Nebraska',00000000000B315,'Bureau of Indian Affairs',40.00503,-95.33544,'N','N','5','2',48.9,'N',35.9
31,'Nebraska',00000000000B316,'Bureau of Indian Affairs',40.02285,-95.36835,'N','N','6','2',48.9,'N',35.9
31,'Nebraska',C007403435P    ,'County Highway Agency',40.0249,-95.3837,'6','7','N','1',26.5,'7',16.5
31,'Nebraska',00000000000B314,'Bureau of Indian Affairs',39.99996,-95.39845,'7','7','N','2',95.9,'6',58
31,'Nebraska',C007406105P    ,'County Highway Agency',40.0138,-95.4355,'7','6','N','1',47.4,'6',27.6
31,'Nebraska',S159 01373     ,'State Highway Agency',40.052,-95.421,'8','5','N','1',78.3,'8',46.3
31,'Nebraska',C007406105     ,'County Highway Agency',40.025,-95.445,'N','N','9','3',47.4,'N',36.4
31,'Nebraska',S159 01306     ,'State Highway Agency',40.0543,-95.435,'8','8','N','1',80.5,'8',48.5
31,'Nebraska',C007453242P    ,'County Highway Agency',40.0394,-95.4449,'6','6','N','1',36.4,'7',20.9
31,'Nebraska',C007453240P    ,'County Highway Agency',40.0358,-95.445,'5','3','N','1',0,'7',0
31,'Nebraska',C007413860     ,'County Highway Agency',40,-95.463,'8','7','N','1',75,'8',41.9
31,'Nebraska',C007443235     ,'County Highway Agency',40.0432,-95.4522,'7','7','N','1',35.3,'7',20.9
31,'Nebraska',C007416305     ,'County Highway Agency',40.1008,-95.4308,'6','6','N','1',26.5,'7',16.5
31,'Nebraska',C007462620     ,'County Highway Agency',40.0866,-95.4464,'4','5','N','2',11,'4',7.7
31,'Nebraska',C007406115     ,'County Highway Agency',40.0967,-95.445,'N','N','6','0',36.4,'N',24.3
31,'Nebraska',C007405705     ,'County Highway Agency',40.0256,-95.4827,'6','5','N','1',35.3,'6',20.9
31,'Nebraska',C007406120     ,'County Highway Agency',40.1149,-95.4449,'7','7','N','1',41.9,'7',25.4
31,'Nebraska',C007405505     ,'County Highway Agency',40.025,-95.5016,'7','7','N','1',70.5,'7',41.9
31,'Nebraska',C007432040     ,'County Highway Agency',40.1302,-95.4622,'7','7','N','1',59.5,'7',35.3
31,'Nebraska',S159 00980     ,'State Highway Agency',40.058,-95.4948,'N','N','8','0',47.4,'N',36.4
31,'Nebraska',S159 00912     ,'State Highway Agency',40.0581,-95.5076,'N','N','8','0',47.4,'N',36.4
31,'Nebraska',C007405305     ,'County Highway Agency',40.0438,-95.5205,'6','6','N','1',57.3,'5',34.2
31,'Nebraska',C007413857     ,'County Highway Agency',40.0001,-95.5402,'8','8','N','1',79.4,'8',47.4
31,'Nebraska',C007425715     ,'County Highway Agency',40.1425,-95.4827,'7','6','N','1',45.2,'8',26.5
31,'Nebraska',C007405310     ,'County Highway Agency',40.052,-95.5204,'8','8','N','1',72.8,'7',43
31,'Nebraska',C007405315     ,'County Highway Agency',40.0564,-95.5204,'N','N','8','0',36.4,'N',24.3
31,'Nebraska',C007452840     ,'County Highway Agency',40.0726,-95.5158,'6','5','N','1',37.5,'6',22
31,'Nebraska',S159 00816     ,'State Highway Agency',40.0579,-95.5259,'7','7','N','1',92.6,'7',55.1
31,'Nebraska',S159 00771     ,'State Highway Agency',40.0581,-95.5342,'8','8','N','1',95.9,'7',57.3
31,'Nebraska',C007404905     ,'County Highway Agency',40.0073,-95.5582,'7','7','N','1',34.2,'6',19.8
31,'Nebraska',C007413855     ,'County Highway Agency',40.0003,-95.5655,'8','8','N','1',76.1,'8',45.2
31,'Nebraska',C007413850     ,'County Highway Agency',40.0002,-95.57202,'7','7','N','2',28.7,'7',16.5
31,'Nebraska',C007413610P    ,'County Highway Agency',40.0111,-95.5697,'5','6','N','1',26.5,'6',16.5
31,'Nebraska',C007452835     ,'County Highway Agency',40.0728,-95.5531,'7','7','N','1',26.5,'7',15.4
31,'Nebraska',C007414910     ,'County Highway Agency',40.0633,-95.5583,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C007413605P    ,'County Highway Agency',40.0111,-95.5802,'6','5','N','1',23.1,'5',14.3
31,'Nebraska',C007425105     ,'County Highway Agency',40.1113,-95.5395,'3','5','N','1',16.5,'5',9.9
31,'Nebraska',C007462420     ,'County Highway Agency',40.1018,-95.5465,'5','5','N','1',14.3,'5',7.7
31,'Nebraska',C007442610     ,'County Highway Agency',40.0871,-95.5538,'4','5','N','1',18.7,'5',11
31,'Nebraska',C007442230     ,'County Highway Agency',40.1162,-95.5423,'8','8','N','1',67.2,'7',39.7
31,'Nebraska',C007414915     ,'County Highway Agency',40.0778,-95.5583,'5','7','N','1',33.1,'6',19.8
31,'Nebraska',C007462415     ,'County Highway Agency',40.1018,-95.5562,'6','5','N','1',24.3,'6',14.3
31,'Nebraska',C007405330     ,'County Highway Agency',40.2027,-95.5214,'N','N','7','1',46.3,'N',36.4
31,'Nebraska',S073 00222     ,'State Highway Agency',40.0322,-95.5958,'8','7','N','1',57.3,'8',34.2
31,'Nebraska',C007423430     ,'County Highway Agency',40.0304,-95.5966,'7','8','N','1',40.8,'7',24.3
31,'Nebraska',S073 00234     ,'State Highway Agency',40.034,-95.5958,'N','N','7','0',47.4,'N',36.4
31,'Nebraska',C007431835     ,'County Highway Agency',40.1452,-95.5495,'8','7','N','1',69.4,'8',41.9
31,'Nebraska',S073 00248     ,'State Highway Agency',40.0361,-95.5958,'8','8','N','1',63.9,'8',37.5
31,'Nebraska',C007441020     ,'County Highway Agency',40.2043,-95.5248,'7','7','N','1',66.1,'6',38.6
31,'Nebraska',S073 00265     ,'State Highway Agency',40.0385,-95.5958,'N','N','7','0',47.4,'N',36.4
31,'Nebraska',C007452825     ,'County Highway Agency',40.0728,-95.5815,'6','6','N','1',37.5,'6',22
31,'Nebraska',C007404520     ,'County Highway Agency',40.0427,-95.5955,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',S073 00292     ,'State Highway Agency',40.0421,-95.597,'N','N','7','0',47.4,'N',36.4
31,'Nebraska',S073 00299     ,'State Highway Agency',40.043,-95.5977,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C007404705     ,'County Highway Agency',40.0945,-95.5771,'7','6','N','1',17.6,'5',9.9
31,'Nebraska',C007404505P    ,'County Highway Agency',40.0721,-95.5863,'6','5','N','1',37.5,'6',23.1
31,'Nebraska',C007431635     ,'County Highway Agency',40.1597,-95.5509,'6','6','N','1',70.5,'7',43
31,'Nebraska',S073 00350     ,'State Highway Agency',40.0493,-95.6015,'8','7','N','1',59.5,'8',35.3
31,'Nebraska',C007413845     ,'County Highway Agency',40.0003,-95.624,'9','9','N','3',110.1,'9',71.7
31,'Nebraska',C007411450     ,'County Highway Agency',40.1752,-95.5535,'7','8','N','1',87.1,'7',51.8
31,'Nebraska',C007413840     ,'County Highway Agency',40,-95.627,'5','6','N','1',29.8,'5',17.6
31,'Nebraska',C007452410     ,'County Highway Agency',40.1019,-95.5959,'7','6','N','1',69.4,'7',41.9
31,'Nebraska',C007423040     ,'County Highway Agency',40.0584,-95.6134,'9','8','N','1',101.4,'8',60.6
31,'Nebraska',C007411445     ,'County Highway Agency',40.175,-95.565,'4','5','N','1',0,'4',0
31,'Nebraska',C007432225     ,'County Highway Agency',40.1164,-95.5921,'6','4','N','1',39.7,'6',24.3
31,'Nebraska',S008 14851     ,'State Highway Agency',40.0656,-95.6136,'5','7','N','1',35.3,'5',20.9
31,'Nebraska',C007404310     ,'County Highway Agency',40.0652,-95.6146,'6','5','N','1',9.9,'5',5.5
31,'Nebraska',C007404110P    ,'County Highway Agency',40.0482,-95.624,'7','7','N','1',28.7,'6',16.5
31,'Nebraska',C007452408     ,'County Highway Agency',40.1019,-95.6039,'7','7','N','1',49.6,'6',29.8
31,'Nebraska',S073 00687     ,'State Highway Agency',40.0974,-95.6055,'9','8','N','3',63.9,'8',48.5
31,'Nebraska',S073 00712     ,'State Highway Agency',40.101,-95.6056,'9','8','N','3',48.5,'8',37.5
31,'Nebraska',S073 00726     ,'State Highway Agency',40.103,-95.6056,'8','9','N','3',59.5,'8',46.3
31,'Nebraska',C007424310     ,'County Highway Agency',40.1314,-95.6151,'6','5','N','1',13.2,'6',6.6
31,'Nebraska',C007422035     ,'County Highway Agency',40.131,-95.6239,'6','7','N','1',39.7,'7',23.1
31,'Nebraska',C007432220     ,'County Highway Agency',40.1165,-95.6299,'5','5','N','1',13.2,'5',8.8
31,'Nebraska',C007414105     ,'County Highway Agency',40.1139,-95.6339,'7','7','N','1',24.3,'6',14.3
31,'Nebraska',S073 01103     ,'State Highway Agency',40.1456,-95.6239,'7','5','N','1',55.1,'5',33.1
31,'Nebraska',C007431630     ,'County Highway Agency',40.1602,-95.6223,'6','7','N','1',25.4,'5',15.4
31,'Nebraska',C007411440     ,'County Highway Agency',40.175,-95.6203,'4','4','N','1',17.6,'5',11
31,'Nebraska',C007413035     ,'County Highway Agency',40.0584,-95.6714,'7','6','N','1',110.1,'7',71.7
31,'Nebraska',C007423425     ,'County Highway Agency',40.0294,-95.6839,'5','5','N','1',7.7,'6',5.5
31,'Nebraska',C007432405     ,'County Highway Agency',40.1021,-95.6559,'7','6','N','1',37.5,'7',22
31,'Nebraska',C007413910     ,'County Highway Agency',40.1083,-95.6533,'N','N','7','0',46.3,'N',36.4
31,'Nebraska',C007420445     ,'County Highway Agency',40.2476,-95.5994,'6','6','N','1',30.9,'6',17.6
31,'Nebraska',C007424540     ,'County Highway Agency',40.2561,-95.5975,'8','7','N','1',25.4,'8',15.4
31,'Nebraska',SS64E00401     ,'State Highway Agency',40.2618,-95.596,'4','6','N','1',54,'4',32
31,'Nebraska',S073 01232     ,'State Highway Agency',40.1456,-95.6481,'7','7','N','1',46.3,'7',26.5
31,'Nebraska',C007431625     ,'County Highway Agency',40.1602,-95.6503,'6','6','N','1',19.8,'6',12.1
31,'Nebraska',C007422825P    ,'County Highway Agency',40.0692,-95.6905,'7','8','N','1',7.7,'6',5.5
31,'Nebraska',C007432820     ,'County Highway Agency',40.073,-95.6892,'6','6','N','1',25.4,'7',15.4
31,'Nebraska',C007413505     ,'County Highway Agency',40.0692,-95.6905,'6','6','N','1',49.6,'7',29.8
31,'Nebraska',C007422027     ,'County Highway Agency',40.1312,-95.6657,'6','6','N','1',25.4,'7',15.4
31,'Nebraska',S008 14420     ,'State Highway Agency',40.0731,-95.6927,'N','N','6','0',36.4,'N',24.3
31,'Nebraska',C007413710     ,'County Highway Agency',40.1231,-95.6715,'8','7','N','1',61.7,'7',36.4
31,'Nebraska',C007422820P    ,'County Highway Agency',40.0725,-95.693,'4','5','N','1',40.8,'5',24.3
31,'Nebraska',C007411435     ,'County Highway Agency',40.1749,-95.6499,'6','6','N','1',104.7,'7',62.8
31,'Nebraska',C007422215     ,'County Highway Agency',40.1166,-95.676,'8','8','N','1',73.9,'7',44.1
31,'Nebraska',C007421225     ,'County Highway Agency',40.1895,-95.6481,'5','5','N','1',33.1,'5',18.7
31,'Nebraska',C007413830     ,'County Highway Agency',40.0005,-95.7286,'7','7','N','1',79.4,'7',44.1
31,'Nebraska',C007422025     ,'County Highway Agency',40.1312,-95.6765,'4','6','N','1',22,'5',13.2
31,'Nebraska',C007441010     ,'County Highway Agency',40.204,-95.6473,'5','5','N','1',24.3,'5',14.3
31,'Nebraska',C007423420     ,'County Highway Agency',40.0295,-95.7248,'N','N','8','0',46.3,'N',36.4
31,'Nebraska',C007403105P    ,'County Highway Agency',40.035,-95.7233,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C007403105     ,'County Highway Agency',40.0289,-95.7278,'6','6','N','1',25.4,'5',15.4
31,'Nebraska',C007433915     ,'County Highway Agency',40.2067,-95.6536,'4','4','N','2',12.1,'6',8.8
31,'Nebraska',S073 01402     ,'State Highway Agency',40.1457,-95.6808,'N','N','5','0',47.4,'N',36.4
31,'Nebraska',C007423415     ,'County Highway Agency',40.0295,-95.7296,'8','8','N','1',110.1,'7',68.3
31,'Nebraska',C007414110     ,'County Highway Agency',40.2606,-95.6354,'6','7','N','1',19.8,'6',12.1
31,'Nebraska',C007423305     ,'County Highway Agency',40.0842,-95.7092,'N','N','9','0',47.4,'N',36.4
31,'Nebraska',C007403110P    ,'County Highway Agency',40.0494,-95.7232,'7','6','N','1',39.7,'7',24.3
31,'Nebraska',S008 14151     ,'State Highway Agency',40.0626,-95.7182,'7','4','N','1',54,'6',32
31,'Nebraska',SS64E00193     ,'State Highway Agency',40.2619,-95.6351,'4','7','N','1',52.9,'4',32
31,'Nebraska',C007420440     ,'County Highway Agency',40.2475,-95.6439,'7','7','N','1',61.7,'8',37.5
31,'Nebraska',S008 14104     ,'State Highway Agency',40.0585,-95.7235,'7','8','N','1',71.7,'8',43
31,'Nebraska',S008 14278     ,'State Highway Agency',40.08,-95.715,'3','5','N','1',26.5,'5',16.5
31,'Nebraska',C006403660     ,'County Highway Agency',40.2764,-95.633,'3','4','N','1',15.4,'6',8.8
31,'Nebraska',C007431620     ,'County Highway Agency',40.1602,-95.6837,'6','7','N','1',23.1,'6',13.2
31,'Nebraska',C006403405P    ,'County Highway Agency',40.2833,-95.6317,'4','4','N','1',0,'0',0
31,'Nebraska',C006423450     ,'County Highway Agency',40.2908,-95.628,'2','5','N','1',0,'5',0
31,'Nebraska',C007411432     ,'County Highway Agency',40.1748,-95.6825,'7','7','N','1',19.8,'6',12.1
31,'Nebraska',C007413120P    ,'County Highway Agency',40.1041,-95.719,'8','8','N','1',105.8,'7',63.9
31,'Nebraska',C007423310     ,'County Highway Agency',40.1378,-95.7092,'5','7','N','1',9.9,'6',5.5
31,'Nebraska',S073 01571     ,'State Highway Agency',40.1453,-95.7126,'8','8','N','1',58.4,'6',34.2
31,'Nebraska',C007411430     ,'County Highway Agency',40.1747,-95.702,'5','5','N','1',16.5,'5',9.9
31,'Nebraska',C007423315     ,'County Highway Agency',40.1679,-95.7094,'9','8','N','3',50.7,'8',39.7
31,'Nebraska',C007421220     ,'County Highway Agency',40.1889,-95.7022,'5','5','N','1',7.7,'5',4.4
31,'Nebraska',C007423125P    ,'County Highway Agency',40.153,-95.7172,'7','7','N','1',28.7,'8',16.5
31,'Nebraska',S073 01612     ,'State Highway Agency',40.1454,-95.7202,'8','7','N','1',60.6,'8',36.4
31,'Nebraska',C007413505P    ,'County Highway Agency',40.2455,-95.6812,'6','6','N','1',15.4,'6',8.8
31,'Nebraska',C007402205P    ,'County Highway Agency',40.1092,-95.7407,'7','7','N','1',86,'7',51.8
31,'Nebraska',C007402505P    ,'County Highway Agency',40.027,-95.7749,'4','5','N','1',0,'6',0
31,'Nebraska',C006423840     ,'County Highway Agency',40.2617,-95.6783,'4','4','N','1',0,'6',0
31,'Nebraska',C007402510P    ,'County Highway Agency',40.035,-95.775,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C007402505     ,'County Highway Agency',40.0168,-95.7848,'6','5','N','1',43,'5',26.5
31,'Nebraska',C006403655     ,'County Highway Agency',40.277,-95.678,'N','N','9','3',70.5,'N',54
31,'Nebraska',C007443510     ,'County Highway Agency',40.2524,-95.6907,'7','7','N','1',23.1,'6',14.3
31,'Nebraska',C007403425P    ,'County Highway Agency',40.0222,-95.7872,'5','5','N','1',14.3,'4',8.8
31,'Nebraska',C007432905     ,'County Highway Agency',40.1228,-95.7469,'7','7','N','1',91.5,'7',54
31,'Nebraska',C006423445     ,'County Highway Agency',40.2917,-95.6783,'3','5','N','1',0,'5',0
31,'Nebraska',C006403205P    ,'County Highway Agency',40.302,-95.6746,'5','5','N','1',29.8,'7',17.6
31,'Nebraska',C007400435     ,'County Highway Agency',40.2467,-95.705,'N','N','6','0',36.4,'N',24.3
31,'Nebraska',C007421610     ,'County Highway Agency',40.16,-95.7417,'7','7','N','1',70.5,'7',39.7
31,'Nebraska',C006413060     ,'County Highway Agency',40.3202,-95.6773,'8','7','N','1',49.6,'8',26.5
31,'Nebraska',S067 01234     ,'State Highway Agency',40.3235,-95.6763,'8','6','N','1',65,'7',38.6
31,'Nebraska',C007432915     ,'County Highway Agency',40.1561,-95.7472,'6','4','N','1',23.1,'7',13.2
31,'Nebraska',C007412515P    ,'County Highway Agency',40.0959,-95.7738,'7','6','N','1',37.5,'7',22
31,'Nebraska',C007403230     ,'County Highway Agency',40.044,-95.7991,'5','5','N','1',6.6,'5',4.4
31,'Nebraska',C007402305     ,'County Highway Agency',40.0336,-95.8034,'6','6','N','1',81.6,'5',48.5
31,'Nebraska',C006404305P    ,'County Highway Agency',40.3902,-95.6541,'4','6','N','1',18.7,'5',11
31,'Nebraska',C007403420P    ,'County Highway Agency',40.0203,-95.8104,'6','7','N','1',26.5,'5',15.4
31,'Nebraska',S136 24018     ,'State Highway Agency',40.399,-95.652,'7','5','N','1',45.2,'8',26.5
31,'Nebraska',S075 00127     ,'State Highway Agency',40.0145,-95.8137,'7','8','N','1',81.6,'7',30.9
31,'Nebraska',S008 13678     ,'State Highway Agency',40.0585,-95.7989,'6','6','N','1',46.3,'6',27.6
31,'Nebraska',C006413055     ,'County Highway Agency',40.3203,-95.6902,'8','7','N','1',99.2,'8',57.3
31,'Nebraska',C006402605P    ,'County Highway Agency',40.3412,-95.6818,'6','6','N','1',7.7,'5',5.5
31,'Nebraska',C007411015P    ,'County Highway Agency',40.1967,-95.75,'9','9','N','1',55.1,'9',33.1
31,'Nebraska',C006413230     ,'County Highway Agency',40.3056,-95.7044,'5','4','N','1',5.5,'5',3.3
31,'Nebraska',C006423835     ,'County Highway Agency',40.262,-95.7238,'5','4','N','1',6.6,'4',4.4
31,'Nebraska',C007402710     ,'County Highway Agency',40.1615,-95.7661,'N','N','6','0',36.4,'N',24.3
31,'Nebraska',C007401905P    ,'County Highway Agency',40.006,-95.8316,'4','7','N','1',5.5,'6',3.3
31,'Nebraska',C006423440     ,'County Highway Agency',40.2911,-95.7121,'5','3','N','1',13.2,'5',6.6
31,'Nebraska',C006403650     ,'County Highway Agency',40.2765,-95.7196,'9','9','N','3',47.4,'9',36.4
31,'Nebraska',C006403905     ,'County Highway Agency',40.3043,-95.7094,'6','5','N','1',8.8,'5',5.5
31,'Nebraska',C007442925     ,'County Highway Agency',40.2184,-95.7474,'5','6','N','1',16.5,'6',8.8
31,'Nebraska',C006432250     ,'County Highway Agency',40.3783,-95.6833,'N','N','7','0',46.3,'N',36.4
31,'Nebraska',C007402715     ,'County Highway Agency',40.1826,-95.7663,'8','8','N','1',56.2,'7',33.1
31,'Nebraska',C006402602P    ,'County Highway Agency',40.3418,-95.7001,'5','6','N','1',7.7,'6',5.5
31,'Nebraska',C006432245     ,'County Highway Agency',40.3783,-95.685,'N','N','8','0',46.3,'N',36.4
31,'Nebraska',C006413225     ,'County Highway Agency',40.306,-95.717,'N','N','9','3',70.5,'N',54
31,'Nebraska',C007402015P    ,'County Highway Agency',40.1201,-95.7957,'7','6','N','1',29.8,'7',17.6
31,'Nebraska',C007401425     ,'County Highway Agency',40.1746,-95.7754,'5','6','N','1',41.9,'5',25.4
31,'Nebraska',S075 00472     ,'State Highway Agency',40.0622,-95.8228,'N','N','6','0',47.4,'N',36.4
31,'Nebraska',C007422510     ,'County Highway Agency',40.158,-95.7844,'7','7','N','1',33.1,'7',19.8
31,'Nebraska',C007410820     ,'County Highway Agency',40.2183,-95.7585,'5','6','N','1',9.9,'6',5.5
31,'Nebraska',C006432645     ,'County Highway Agency',40.3493,-95.7029,'5','6','N','1',7.7,'6',5.5
31,'Nebraska',C007401705P    ,'County Highway Agency',40.0047,-95.8487,'4','4','N','1',12.1,'6',6.6
31,'Nebraska',C006403705     ,'County Highway Agency',40.2965,-95.7285,'6','4','N','1',26.5,'5',15.4
31,'Nebraska',C007422515     ,'County Highway Agency',40.1668,-95.7844,'6','6','N','1',18.7,'7',11
31,'Nebraska',S075 00546     ,'State Highway Agency',40.073,-95.8227,'7','6','N','1',72.8,'7',43
31,'Nebraska',C007401908P    ,'County Highway Agency',40.0537,-95.8319,'9','8','N','1',110.1,'9',66.1
31,'Nebraska',C007403415P    ,'County Highway Agency',40.026,-95.843,'6','6','N','1',41.9,'6',25.4
31,'Nebraska',C007402720     ,'County Highway Agency',40.2108,-95.7664,'8','7','N','1',51.8,'7',30.9
31,'Nebraska',C007401910P    ,'County Highway Agency',40.0569,-95.8319,'7','5','N','1',27.6,'7',16.5
31,'Nebraska',S075 00596     ,'State Highway Agency',40.0802,-95.8227,'7','7','N','1',65,'7',38.6
31,'Nebraska',C007402725     ,'County Highway Agency',40.2179,-95.7664,'8','7','N','1',37.5,'7',22
31,'Nebraska',C006404110P    ,'County Highway Agency',40.4217,-95.6817,'7','8','N','1',68.3,'7',39.7
31,'Nebraska',C007422520     ,'County Highway Agency',40.1821,-95.7845,'6','6','N','1',30.9,'7',18.7
31,'Nebraska',C006403515     ,'County Highway Agency',40.2933,-95.7467,'6','5','N','1',0,'4',0
31,'Nebraska',C007413605     ,'County Highway Agency',40.0151,-95.8643,'7','7','N','1',19.8,'7',11
31,'Nebraska',C006432640     ,'County Highway Agency',40.3493,-95.723,'5','5','N','1',6.6,'6',4.4
31,'Nebraska',C006413435     ,'County Highway Agency',40.2909,-95.7488,'4','4','N','1',15.4,'6',8.8
31,'Nebraska',C007403225     ,'County Highway Agency',40.0441,-95.8545,'8','8','N','1',45.2,'8',26.5
31,'Nebraska',C007402010P    ,'County Highway Agency',40.124,-95.8218,'8','8','N','3',52.9,'8',40.8
31,'Nebraska',C007422520P    ,'County Highway Agency',40.2498,-95.7713,'7','7','N','1',63.9,'7',38.6
31,'Nebraska',C006411250     ,'County Highway Agency',40.4517,-95.6867,'3','5','N','1',0,'6',0
31,'Nebraska',C007412015     ,'County Highway Agency',40.1311,-95.8219,'6','4','N','1',45.2,'5',26.5
31,'Nebraska',S062 02444     ,'State Highway Agency',40.2328,-95.7801,'N','N','8','0',47.4,'N',36.4
31,'Nebraska',S075 00871     ,'State Highway Agency',40.1193,-95.8278,'8','7','N','1',90.4,'7',54
31,'Nebraska',S062 02429     ,'State Highway Agency',40.2327,-95.7829,'9','9','N','1',60.6,'8',36.4
31,'Nebraska',C007402005P    ,'County Highway Agency',40.1266,-95.8294,'7','7','N','1',33.1,'8',18.7
31,'Nebraska',C007413415     ,'County Highway Agency',40.0297,-95.8691,'7','6','N','1',44.1,'7',26.5
31,'Nebraska',S008 13352     ,'State Highway Agency',40.0587,-95.8605,'5','7','N','1',45.2,'5',26.5
31,'Nebraska',C006432630     ,'County Highway Agency',40.3493,-95.7394,'7','7','N','1',12.1,'7',6.6
31,'Nebraska',C007403220     ,'County Highway Agency',40.044,-95.8695,'5','6','N','1',7.7,'5',5.5
31,'Nebraska',C007401505P    ,'County Highway Agency',40.0433,-95.8696,'8','7','N','1',40.8,'8',24.3
31,'Nebraska',C007432525     ,'County Highway Agency',40.2481,-95.7845,'8','8','N','1',51.8,'7',30.9
31,'Nebraska',C007413410     ,'County Highway Agency',40.0297,-95.8782,'7','6','N','1',54,'6',32
31,'Nebraska',C007413405     ,'County Highway Agency',40.0297,-95.8877,'8','8','N','1',110.1,'8',69.4
31,'Nebraska',C006413220     ,'County Highway Agency',40.305,-95.7733,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',S008 13265     ,'State Highway Agency',40.0587,-95.8769,'7','5','N','1',58.4,'6',35.3
31,'Nebraska',C007412010     ,'County Highway Agency',40.1312,-95.8552,'7','6','N','1',18.7,'6',11
31,'Nebraska',C007412020     ,'County Highway Agency',40.1312,-95.8472,'6','5','N','1',33.1,'6',19.8
31,'Nebraska',S067 02402     ,'State Highway Agency',40.4503,-95.7157,'7','7','N','1',80.5,'8',48.5
31,'Nebraska',C006411240     ,'County Highway Agency',40.4509,-95.7168,'5','5','N','1',9.9,'4',5.5
31,'Nebraska',C007400815     ,'County Highway Agency',40.2182,-95.815,'4','6','N','1',11,'6',6.6
31,'Nebraska',C006411430     ,'County Highway Agency',40.4367,-95.7233,'5','5','N','1',27.6,'7',16.5
31,'Nebraska',C007411215     ,'County Highway Agency',40.1891,-95.8286,'6','5','N','1',13.2,'6',6.6
31,'Nebraska',C007400210     ,'County Highway Agency',40.2617,-95.7976,'N','N','8','0',47.4,'N',1.1
31,'Nebraska',C006432625     ,'County Highway Agency',40.3496,-95.7626,'5','5','N','1',9.9,'6',5.5
31,'Nebraska',C006402835     ,'County Highway Agency',40.335,-95.7683,'N','N','7','1',91.5,'N',54
31,'Nebraska',C007421305P    ,'County Highway Agency',40.0548,-95.8887,'4','4','N','1',57.3,'4',34.2
31,'Nebraska',C007401505     ,'County Highway Agency',40.0841,-95.8794,'7','7','N','1',57.3,'7',30.9
31,'Nebraska',C006402905     ,'County Highway Agency',40.2637,-95.8035,'4','7','N','1',15.4,'6',8.8
31,'Nebraska',C007401510     ,'County Highway Agency',40.0916,-95.8774,'8','7','N','1',48.5,'8',28.7
31,'Nebraska',S075 01302     ,'State Highway Agency',40.1794,-95.8411,'N','N','5','0',36.4,'N',24.3
31,'Nebraska',C006403645     ,'County Highway Agency',40.2762,-95.8013,'6','4','N','1',16.5,'5',8.8
31,'Nebraska',C006400615P    ,'County Highway Agency',40.4835,-95.7143,'4','4','N','1',5.5,'6',3.3
31,'Nebraska',C007403215     ,'County Highway Agency',40.0442,-95.9031,'6','6','N','1',14.3,'5',7.7
31,'Nebraska',C007401105P    ,'County Highway Agency',40.0415,-95.9071,'5','5','N','1',25.4,'5',15.4
31,'Nebraska',C006422235     ,'County Highway Agency',40.3783,-95.7674,'5','5','N','1',22,'6',13.2
31,'Nebraska',C007403410P    ,'County Highway Agency',40.0235,-95.9165,'5','6','N','1',35.3,'6',20.9
31,'Nebraska',C007402003P    ,'County Highway Agency',40.1319,-95.879,'5','5','N','2',16.5,'7',11
31,'Nebraska',S075 01512     ,'State Highway Agency',40.2099,-95.8414,'8','7','N','1',71.7,'8',43
31,'Nebraska',S062 02170     ,'State Highway Agency',40.233,-95.832,'8','9','N','3',67.2,'8',41.9
31,'Nebraska',C006423310     ,'County Highway Agency',40.3967,-95.7633,'4','4','N','2',0,'7',0
31,'Nebraska',M1940H0605     ,'City or Municipal Highway Agency',40.4806,-95.7294,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',M194000620P    ,'City or Municipal Highway Agency',40.484,-95.728,'3','3','N','1',6.6,'4',4.4
31,'Nebraska',C007411515     ,'County Highway Agency',40.1319,-95.879,'8','7','N','1',49.6,'8',29.8
31,'Nebraska',C006403510P    ,'County Highway Agency',40.49,-95.73,'7','7','N','0',36.4,'6',24.3
31,'Nebraska',C006412430     ,'County Highway Agency',40.3638,-95.7858,'5','6','N','1',23.1,'6',13.2
31,'Nebraska',S075 01684     ,'State Highway Agency',40.2348,-95.8414,'7','7','N','1',72.8,'7',39.7
31,'Nebraska',C006403305P    ,'County Highway Agency',40.4439,-95.7535,'5','3','N','1',84.9,'6',50.7
31,'Nebraska',C006402905P    ,'County Highway Agency',40.3561,-95.7918,'8','7','N','1',73.9,'8',39.7
31,'Nebraska',C007421810     ,'County Highway Agency',40.1456,-95.8839,'6','5','N','1',35.3,'6',20.9
31,'Nebraska',C007421805     ,'County Highway Agency',40.1456,-95.8826,'6','5','N','1',34.2,'6',19.8
31,'Nebraska',C007401105     ,'County Highway Agency',40.0665,-95.9169,'5','5','N','1',18.7,'6',11
31,'Nebraska',C007441705     ,'County Highway Agency',40.2126,-95.8585,'5','6','N','1',7.7,'6',5.5
31,'Nebraska',C007400810     ,'County Highway Agency',40.2181,-95.8573,'6','7','N','1',26.5,'6',15.4
